District,District_Code,Total_Beneficiaries,Sanctioned_Amount,Request_ID,Request_Date,Year,Requested_Amount,Granted_Amount,Request_Status,District_Population,Scheme_Name,Applicant_Income_Bracket,Application_Channel,Officer_Review_Score,Processing_Time_Days
Goalpara,D013,442,495924,REQ00637,2022-04-08,2022,48199,48199,Approved,2448815,NSAP,Low,CSC,7.65,34
Dibrugarh,D002,4365,2667015,REQ00638,2023-01-24,2023,30943,30943,Approved,2455986,MGNREGA,BPL,CSC,6.15,26
Dibrugarh,D002,4668,4182528,REQ00639,2023-10-16,2023,42330,6221,Rejected,1869500,NRLM,BPL,Offline,3.42,57
Darrang,D010,2442,2373624,REQ00640,2019-11-13,2019,28686,10045,Rejected,2368327,PMAY,Low,CSC,3.41,58
Tinsukia,D005,3897,5257053,REQ00641,2023-01-25,2023,6927,6927,Approved,954015,PMGSY,Middle,Online,5.33,50
Morigaon,D019,4576,2919488,REQ00642,2022-05-30,2022,28103,28103,Approved,950271,NSAP,Low,Online,9.34,30
Morigaon,D019,1754,2460862,REQ00643,2023-02-06,2023,6910,6910,Approved,887840,NRLM,Low,CSC,5.48,46
Sonitpur,D004,847,521752,REQ00644,2023-01-15,2023,42554,2795,Rejected,1810979,PMGSY,Low,CSC,2.99,47
Kokrajhar,D017,1409,1249783,REQ00645,2022-04-08,2022,3877,3877,Approved,829521,NRLM,BPL,CSC,5.51,11
Tinsukia,D005,1565,2014155,REQ00646,2018-07-30,2018,28497,28497,Approved,2071742,NRLM,Low,CSC,5.45,19
Barpeta,D006,1063,1509460,REQ00647,2019-06-23,2019,14294,5100,Rejected,2123686,NRLM,BPL,Online,1.0,32
Karimganj,D016,4552,6035952,REQ00648,2018-01-24,2018,40844,40844,Approved,2195280,MGNREGA,Low,Online,5.89,30
Hailakandi,D014,3719,2160739,REQ00649,2018-01-27,2018,17037,17037,Approved,1070895,NRLM,Middle,CSC,5.54,4
Barpeta,D006,1314,730584,REQ00650,2021-11-30,2021,3406,3406,Approved,1451754,PMAY,BPL,CSC,7.39,22
Nagaon,D003,501,306111,REQ00651,2022-09-04,2022,12681,12681,Approved,944150,NRLM,BPL,CSC,9.7,30
Morigaon,D019,3050,4431650,REQ00652,2018-05-27,2018,7103,7103,Approved,1789386,NRLM,Low,Offline,8.25,53
Nagaon,D003,3600,4906800,REQ00653,2018-09-23,2018,20191,20191,Approved,1350994,MGNREGA,Low,Online,5.46,22
Kokrajhar,D017,3489,3618093,REQ00654,2020-05-09,2020,46601,20055,Rejected,2418562,PMAY,BPL,Online,3.79,6
Karimganj,D016,2452,2297524,REQ00655,2021-07-20,2021,18017,18017,Approved,1684168,PMGSY,Middle,CSC,10.0,60
Tinsukia,D005,4709,4746672,REQ00656,2023-10-30,2023,48787,48787,Approved,954585,NSAP,Middle,Offline,6.12,57
Nalbari,D020,2006,2457350,REQ00657,2021-04-04,2021,13684,13684,Approved,2149871,PMAY,BPL,Online,6.03,41
Sonitpur,D004,1798,2369764,REQ00658,2022-08-26,2022,28134,28134,Approved,1090609,NRLM,BPL,Offline,5.95,1
Cachar,D007,2407,1829320,REQ00659,2018-10-05,2018,21170,21170,Approved,1558635,PMGSY,Low,CSC,6.4,50
Kamrup,D001,1032,1240464,REQ00660,2021-09-27,2021,23371,23371,Approved,322127,PMGSY,Low,CSC,5.71,54
Barpeta,D006,1689,1415382,REQ00661,2021-10-16,2021,45071,15548,Rejected,769393,PMAY,Low,CSC,4.85,31
Tinsukia,D005,3873,5472549,REQ00662,2021-10-04,2021,31308,15200,Rejected,1455538,PMAY,Low,CSC,4.91,37
Bongaigaon,D011,4648,4871104,REQ00663,2018-03-18,2018,14648,14648,Approved,477717,NRLM,Middle,Offline,5.93,10
Golaghat,D009,355,300685,REQ00664,2022-03-17,2022,42059,5438,Rejected,1833959,PMGSY,Middle,CSC,4.91,12
Nalbari,D020,1057,1463945,REQ00665,2021-06-16,2021,47220,23260,Rejected,1935894,PMAY,Low,Offline,4.57,6
Karimganj,D016,2046,1800480,REQ00666,2023-01-26,2023,20833,20833,Approved,934056,PMGSY,BPL,Offline,6.21,8
Dhemaji,D012,406,526176,REQ00667,2020-04-07,2020,7068,7068,Approved,2224436,PMGSY,Low,Online,5.49,58
Kokrajhar,D017,1362,945228,REQ00668,2021-10-25,2021,32684,32684,Approved,1572954,PMGSY,Middle,Offline,9.01,10
Sonitpur,D004,4328,5158976,REQ00669,2019-06-28,2019,14447,299,Rejected,2390873,NSAP,Middle,Offline,1.0,8
Kamrup,D001,2647,3848738,REQ00670,2018-06-30,2018,46026,46026,Approved,2158219,PMAY,Middle,Offline,8.18,57
Dibrugarh,D002,944,975152,REQ00671,2021-07-03,2021,2473,2473,Approved,1080156,NRLM,Middle,CSC,8.49,21
Cachar,D007,1677,1329861,REQ00672,2021-02-07,2021,35883,14454,Rejected,826296,PMAY,Low,Offline,1.85,11
Golaghat,D009,1037,534055,REQ00673,2023-10-07,2023,7709,7709,Approved,1535822,PMGSY,BPL,Offline,5.31,18
Tinsukia,D005,2420,2630540,REQ00674,2020-09-29,2020,12224,12224,Approved,1620773,NRLM,BPL,CSC,5.26,35
Karbi Anglong,D015,515,325995,REQ00675,2018-04-29,2018,31850,826,Rejected,425653,PMAY,Middle,Offline,3.18,6
Hailakandi,D014,3310,2260730,REQ00676,2023-01-01,2023,41390,10238,Rejected,2437597,NRLM,Low,Online,4.44,6
Karbi Anglong,D015,4751,3012134,REQ00677,2019-01-16,2019,46783,3187,Rejected,2152014,NSAP,Low,Offline,3.78,31
Jorhat,D008,1933,1250651,REQ00678,2020-11-22,2020,24819,24819,Approved,1585495,MGNREGA,Low,CSC,9.5,51
Bongaigaon,D011,3813,3809187,REQ00679,2018-05-04,2018,5283,5283,Approved,2207612,PMAY,Low,Offline,7.87,30
Barpeta,D006,2412,3101832,REQ00680,2021-11-28,2021,40612,40612,Approved,631728,MGNREGA,Middle,CSC,8.54,26
Sonitpur,D004,2769,2960061,REQ00681,2018-10-18,2018,20799,20799,Approved,1934101,NSAP,Middle,Offline,7.44,16
Nalbari,D020,2096,2223856,REQ00682,2019-10-14,2019,32612,1082,Rejected,2008367,NRLM,Low,Online,3.74,51
Hailakandi,D014,4746,6198276,REQ00683,2021-11-02,2021,36686,7738,Rejected,526712,MGNREGA,Middle,CSC,4.95,48
Morigaon,D019,4086,2521062,REQ00684,2023-03-12,2023,22323,22323,Approved,938927,PMAY,Middle,Offline,6.98,20
Goalpara,D013,670,745040,REQ00685,2019-03-22,2019,45925,12416,Rejected,457875,NRLM,Middle,Offline,3.56,6
Cachar,D007,1238,1743104,REQ00686,2018-01-01,2018,10615,10615,Approved,2428248,MGNREGA,Middle,Offline,7.43,19
Goalpara,D013,4834,4626138,REQ00687,2020-03-12,2020,14478,14478,Approved,1477375,NRLM,Middle,Offline,5.52,59
Hailakandi,D014,2920,1725720,REQ00688,2018-02-03,2018,41074,41074,Approved,1433899,NSAP,Middle,Online,5.25,4
Dhemaji,D012,4596,6852636,REQ00689,2018-08-06,2018,1055,1055,Approved,660108,PMGSY,Middle,Offline,7.42,56
Darrang,D010,355,262700,REQ00690,2022-11-04,2022,47020,47020,Approved,1534322,NSAP,Middle,CSC,6.89,46
Goalpara,D013,3426,3049140,REQ00691,2022-11-18,2022,36724,36724,Approved,783297,MGNREGA,BPL,Offline,5.28,13
Lakhimpur,D018,3250,4429750,REQ00692,2022-01-15,2022,28343,28343,Approved,726591,NRLM,BPL,CSC,8.32,9
Kamrup,D001,687,798981,REQ00693,2018-03-06,2018,10436,3987,Rejected,555104,NSAP,Middle,Online,3.84,9
Hailakandi,D014,3835,5426525,REQ00694,2022-10-10,2022,41845,41845,Approved,1978907,NSAP,BPL,CSC,7.23,36
Karbi Anglong,D015,3251,2805613,REQ00695,2020-07-13,2020,13176,13176,Approved,2289421,PMGSY,Low,Online,7.19,55
Jorhat,D008,4210,3262750,REQ00696,2022-08-10,2022,36793,36793,Approved,358817,NRLM,Middle,Online,5.38,37
Karimganj,D016,3119,1918185,REQ00697,2023-05-27,2023,46252,46252,Approved,2407915,MGNREGA,BPL,CSC,6.65,55
Golaghat,D009,3908,4021332,REQ00698,2018-11-17,2018,35298,2898,Rejected,527499,MGNREGA,Middle,Offline,3.5,44
Lakhimpur,D018,4848,3970512,REQ00699,2018-08-05,2018,23514,23514,Approved,2104359,PMAY,Middle,Offline,7.85,33
Karimganj,D016,4801,6006051,REQ00700,2021-09-19,2021,28591,28591,Approved,902580,NRLM,Low,Offline,5.63,3
Nalbari,D020,2590,3221960,REQ00701,2020-12-02,2020,5025,1938,Rejected,416509,PMGSY,Middle,Online,4.95,43
Darrang,D010,323,256139,REQ00702,2023-06-09,2023,6407,6407,Approved,1365382,PMGSY,BPL,Online,8.1,17
Tinsukia,D005,2401,1875181,REQ00703,2020-11-18,2020,1930,114,Rejected,833908,PMGSY,Middle,Online,4.59,43
Karbi Anglong,D015,3129,4152183,REQ00704,2019-12-20,2019,18121,3869,Rejected,2412029,NSAP,Middle,Online,3.18,56
Dibrugarh,D002,2908,1704088,REQ00705,2019-08-18,2019,40029,16251,Rejected,1198023,NSAP,BPL,Offline,2.89,43
Karbi Anglong,D015,1470,1051050,REQ00706,2021-11-14,2021,4560,4560,Approved,420298,NRLM,Middle,Online,7.21,11
Karbi Anglong,D015,3366,3322242,REQ00707,2021-05-19,2021,32212,15536,Rejected,1792999,PMGSY,Middle,Online,3.44,44
Goalpara,D013,3987,3062016,REQ00708,2019-08-18,2019,35763,35763,Approved,2082490,PMAY,Low,Offline,9.51,25
Bongaigaon,D011,4443,5327157,REQ00709,2018-06-18,2018,7380,2610,Rejected,1343327,NRLM,Middle,Offline,1.84,22
Golaghat,D009,2287,3021127,REQ00710,2019-02-07,2019,17734,17734,Approved,2134029,PMGSY,Middle,Offline,9.39,50
Jorhat,D008,4922,6339536,REQ00711,2020-03-09,2020,35075,35075,Approved,2496853,MGNREGA,Low,Offline,6.42,1
Kamrup,D001,656,335872,REQ00712,2022-08-12,2022,7402,7402,Approved,2070417,PMAY,Middle,CSC,5.81,23
Jorhat,D008,2420,1831940,REQ00713,2020-03-01,2020,3230,1268,Rejected,1109428,PMAY,BPL,Online,4.91,39
Sonitpur,D004,1082,636216,REQ00714,2019-06-17,2019,25638,25638,Approved,664917,PMGSY,Middle,Online,6.8,45
Barpeta,D006,2175,1742175,REQ00715,2023-03-28,2023,44285,44285,Approved,1990898,NSAP,BPL,Offline,5.92,45
Bongaigaon,D011,2208,1468320,REQ00716,2018-10-31,2018,19172,19172,Approved,1595255,NSAP,BPL,Offline,8.21,4
Golaghat,D009,2268,1546776,REQ00717,2022-12-10,2022,5548,5548,Approved,1846828,MGNREGA,Low,CSC,6.23,12
Karimganj,D016,988,639236,REQ00718,2022-11-02,2022,15312,15312,Approved,1286309,PMAY,Middle,Offline,6.3,7
Dibrugarh,D002,697,398684,REQ00719,2020-10-23,2020,30221,30221,Approved,203639,NSAP,BPL,Online,5.27,60
Dibrugarh,D002,3298,2546056,REQ00720,2019-09-13,2019,46878,46878,Approved,215534,NSAP,Low,CSC,5.89,33
Karimganj,D016,4016,3799136,REQ00721,2022-07-13,2022,48694,48694,Approved,213872,PMGSY,BPL,Online,6.62,25
Karimganj,D016,1092,1179360,REQ00722,2022-01-10,2022,22852,4961,Rejected,580284,NSAP,Middle,Online,2.58,24
Lakhimpur,D018,2885,1679070,REQ00723,2023-02-26,2023,20002,3327,Rejected,364966,MGNREGA,Middle,CSC,3.3,25
Cachar,D007,2548,3088176,REQ00724,2022-05-17,2022,7997,7997,Approved,555939,NRLM,Middle,Offline,7.49,57
Karbi Anglong,D015,1652,1062236,REQ00725,2018-05-27,2018,13654,13654,Approved,2251990,PMGSY,BPL,Online,6.34,25
Nagaon,D003,4528,5243424,REQ00726,2021-06-14,2021,33747,33747,Approved,355368,NSAP,Middle,Online,5.63,22
Dibrugarh,D002,2866,3742996,REQ00727,2018-06-25,2018,27575,27575,Approved,2394122,MGNREGA,BPL,CSC,6.04,30
Lakhimpur,D018,1320,1660560,REQ00728,2020-08-12,2020,5720,5720,Approved,279956,MGNREGA,BPL,Offline,6.7,31
Nalbari,D020,475,355300,REQ00729,2019-06-19,2019,1941,647,Rejected,608073,PMAY,BPL,Offline,4.92,30
Nalbari,D020,1498,2029790,REQ00730,2018-09-19,2018,7968,2036,Rejected,1125148,PMGSY,BPL,CSC,4.44,5
Cachar,D007,3591,3034395,REQ00731,2022-07-05,2022,22249,22249,Approved,776001,PMGSY,BPL,CSC,6.39,21
Cachar,D007,473,523611,REQ00732,2019-12-12,2019,22987,1978,Rejected,1941283,NRLM,BPL,Online,4.04,11
Dhemaji,D012,4633,3094844,REQ00733,2022-12-02,2022,16967,16967,Approved,619295,PMAY,Middle,Online,6.82,51
Nalbari,D020,3181,4122576,REQ00734,2019-10-09,2019,2024,82,Rejected,952512,PMAY,Low,Online,2.59,60
Nagaon,D003,4963,6987904,REQ00735,2021-03-08,2021,28277,28277,Approved,732225,NSAP,Middle,CSC,8.06,14
Tinsukia,D005,2319,2400165,REQ00736,2023-01-19,2023,28002,28002,Approved,357794,MGNREGA,BPL,CSC,6.95,39
Barpeta,D006,4195,4723570,REQ00737,2018-12-27,2018,42103,42103,Approved,219168,NRLM,Low,Offline,6.51,36
Jorhat,D008,1672,1036640,REQ00738,2023-12-12,2023,7270,7270,Approved,2328780,NRLM,Middle,CSC,7.97,15
Karbi Anglong,D015,1804,1412532,REQ00739,2018-08-06,2018,13695,13695,Approved,2189831,MGNREGA,BPL,CSC,9.33,32
Barpeta,D006,1408,1669888,REQ00740,2018-06-26,2018,4540,4540,Approved,1079083,NRLM,Middle,Offline,8.03,28
Golaghat,D009,2838,3209778,REQ00741,2023-01-31,2023,3838,1516,Rejected,937726,PMAY,BPL,CSC,2.32,11
Kamrup,D001,4073,4182971,REQ00742,2019-04-21,2019,5643,1821,Rejected,1567226,PMGSY,BPL,CSC,3.44,27
Cachar,D007,2768,2034480,REQ00743,2019-03-28,2019,22373,1606,Rejected,1930550,MGNREGA,BPL,CSC,4.75,56
Cachar,D007,3176,4484512,REQ00744,2020-06-22,2020,5818,5818,Approved,427915,PMGSY,Low,Offline,6.05,57
Hailakandi,D014,1287,927927,REQ00745,2023-02-07,2023,12669,12669,Approved,2119901,NRLM,Low,Online,7.04,47
Cachar,D007,3037,4549426,REQ00746,2021-01-09,2021,14252,1042,Rejected,450197,PMAY,Low,CSC,4.55,18
Tinsukia,D005,1010,1385720,REQ00747,2023-03-22,2023,31053,31053,Approved,1122132,MGNREGA,Low,Offline,6.37,57
Darrang,D010,1384,1810272,REQ00748,2019-11-28,2019,38887,7526,Rejected,2388456,PMAY,Middle,Offline,4.49,32
Cachar,D007,4946,4866864,REQ00749,2023-03-11,2023,19295,7014,Rejected,1572778,MGNREGA,BPL,Online,4.78,28
Morigaon,D019,1921,2714373,REQ00750,2019-09-03,2019,38598,13689,Rejected,2174060,PMAY,BPL,Online,3.19,47
Kokrajhar,D017,375,350625,REQ00751,2023-12-16,2023,26842,13266,Rejected,2277376,PMAY,Low,Offline,4.15,16
Nagaon,D003,4675,5941925,REQ00752,2018-02-20,2018,46426,13324,Rejected,1703262,MGNREGA,Middle,Online,3.3,19
Jorhat,D008,843,434988,REQ00753,2023-05-20,2023,44845,5301,Rejected,302397,NSAP,Low,CSC,4.05,30
Karbi Anglong,D015,1235,1722825,REQ00754,2022-07-19,2022,13120,13120,Approved,205719,NSAP,Low,CSC,8.11,56
Nagaon,D003,3252,4598328,REQ00755,2021-09-25,2021,35794,9718,Rejected,2475137,NSAP,BPL,Offline,4.1,37
Cachar,D007,763,866005,REQ00756,2021-10-07,2021,49218,49218,Approved,1726686,PMGSY,BPL,CSC,10.0,57
Dibrugarh,D002,1009,900028,REQ00757,2022-02-06,2022,31497,31497,Approved,1736931,PMAY,Middle,Offline,6.99,12
Lakhimpur,D018,648,695952,REQ00758,2020-04-18,2020,10070,10070,Approved,676295,MGNREGA,Low,CSC,6.37,42
Karimganj,D016,4852,6753984,REQ00759,2020-05-09,2020,49825,10500,Rejected,2312108,NRLM,BPL,Offline,4.28,44
Hailakandi,D014,2370,1315350,REQ00760,2018-09-17,2018,25432,25432,Approved,2303234,NSAP,Low,Offline,7.4,34
Sonitpur,D004,3951,4843926,REQ00761,2023-12-19,2023,45453,9576,Rejected,1744115,NSAP,Middle,CSC,4.85,52
Nagaon,D003,1642,2320146,REQ00762,2023-02-19,2023,6721,6721,Approved,1409522,NSAP,BPL,Online,6.24,5
Sonitpur,D004,1449,1133118,REQ00763,2019-04-04,2019,46683,46683,Approved,1056712,NSAP,BPL,Online,10.0,34
Kamrup,D001,2501,2315926,REQ00764,2019-06-25,2019,32057,32057,Approved,290103,NSAP,Low,Offline,5.81,19
Cachar,D007,615,321030,REQ00765,2020-08-09,2020,35053,35053,Approved,1637775,NRLM,Middle,Offline,8.3,42
Bongaigaon,D011,4082,4518774,REQ00766,2023-12-12,2023,36944,15007,Rejected,753456,NRLM,Low,CSC,4.59,58
Darrang,D010,1506,1969848,REQ00767,2020-11-30,2020,15862,15862,Approved,398470,NRLM,Low,Offline,5.93,10
Dhemaji,D012,2429,2346414,REQ00768,2019-11-13,2019,41542,41542,Approved,964539,PMGSY,BPL,Offline,9.54,12
Tinsukia,D005,1420,1055060,REQ00769,2019-04-24,2019,3696,1176,Rejected,1292226,MGNREGA,Low,Offline,4.75,24
Barpeta,D006,1780,1913500,REQ00770,2018-05-23,2018,44617,44617,Approved,1764118,NRLM,Low,Online,9.62,29
Lakhimpur,D018,1431,1496826,REQ00771,2021-05-20,2021,8961,8961,Approved,809784,NSAP,BPL,Offline,7.42,30
Bongaigaon,D011,1378,694512,REQ00772,2023-09-10,2023,22710,4842,Rejected,816912,NSAP,Middle,Offline,4.88,52
Morigaon,D019,3721,3147966,REQ00773,2019-04-06,2019,48948,48948,Approved,690213,PMAY,Low,Online,7.26,20
Kamrup,D001,3390,3837480,REQ00774,2020-06-21,2020,30227,30227,Approved,430827,PMAY,Low,Offline,7.95,39
Cachar,D007,4879,5069281,REQ00775,2020-06-28,2020,19214,19214,Approved,2458264,PMAY,BPL,Online,7.24,55
Karbi Anglong,D015,815,1221685,REQ00776,2023-09-28,2023,26848,8035,Rejected,2345620,NRLM,BPL,CSC,2.86,4
Dhemaji,D012,3356,2184756,REQ00777,2022-10-18,2022,25224,6108,Rejected,1646700,PMAY,Low,Offline,4.55,23
Darrang,D010,3750,5231250,REQ00778,2018-12-25,2018,15135,15135,Approved,1943193,NSAP,Middle,CSC,5.5,52
Karbi Anglong,D015,2464,1643488,REQ00779,2022-10-03,2022,48749,48749,Approved,561037,MGNREGA,Low,CSC,5.85,10
Cachar,D007,2584,2547824,REQ00780,2023-11-22,2023,22981,22981,Approved,570978,PMGSY,BPL,Offline,7.24,1
Hailakandi,D014,2339,2161236,REQ00781,2019-12-18,2019,37425,37425,Approved,1035746,PMGSY,Low,Online,6.36,12
Goalpara,D013,2471,2636557,REQ00782,2023-07-03,2023,3767,1709,Rejected,2272407,PMGSY,Low,Offline,3.33,36
Karbi Anglong,D015,1939,1021853,REQ00783,2018-01-11,2018,11094,11094,Approved,2181981,NRLM,Low,CSC,6.76,8
Darrang,D010,3517,2402111,REQ00784,2023-07-08,2023,46078,46078,Approved,700609,MGNREGA,Middle,Online,7.22,49
Golaghat,D009,4139,6179527,REQ00785,2018-10-01,2018,40248,40248,Approved,2215303,NRLM,Middle,CSC,7.12,37
Hailakandi,D014,2212,2528316,REQ00786,2023-05-04,2023,46498,46498,Approved,273589,NRLM,BPL,CSC,8.16,55
Golaghat,D009,1434,1570230,REQ00787,2018-08-28,2018,10577,10577,Approved,768317,NSAP,Low,CSC,7.67,23
Barpeta,D006,533,415207,REQ00788,2022-01-19,2022,28493,28493,Approved,1415745,NRLM,Middle,Online,6.92,19
Kokrajhar,D017,729,747954,REQ00789,2020-03-04,2020,42158,42158,Approved,901018,PMAY,BPL,CSC,5.86,35
Bongaigaon,D011,2690,3620740,REQ00790,2021-05-18,2021,18790,5939,Rejected,1674840,PMAY,Middle,CSC,2.68,53
Tinsukia,D005,205,131200,REQ00791,2023-10-24,2023,19442,19442,Approved,1627376,NSAP,Low,Offline,6.86,59
Barpeta,D006,939,678897,REQ00792,2019-09-26,2019,33989,33989,Approved,2404747,MGNREGA,BPL,CSC,6.42,55
Lakhimpur,D018,4614,5624466,REQ00793,2019-04-12,2019,28351,28351,Approved,750427,PMAY,Low,Online,6.54,60
Kamrup,D001,4028,3447968,REQ00794,2021-06-30,2021,46288,4555,Rejected,2394128,NSAP,Low,CSC,3.45,49
Bongaigaon,D011,1510,1851260,REQ00795,2021-06-01,2021,2884,242,Rejected,797098,MGNREGA,Middle,Online,3.84,45
Jorhat,D008,2618,1644104,REQ00796,2020-05-09,2020,9533,9533,Approved,668596,NSAP,BPL,CSC,8.11,5
Kamrup,D001,4067,5185425,REQ00797,2022-11-02,2022,3786,3786,Approved,2353687,PMAY,BPL,Online,5.92,38
Dibrugarh,D002,3942,2447982,REQ00798,2020-11-02,2020,3836,3836,Approved,243085,NRLM,BPL,CSC,7.36,49
Sonitpur,D004,1114,1606388,REQ00799,2020-04-21,2020,39509,39509,Approved,1674439,MGNREGA,BPL,CSC,6.06,2
Nagaon,D003,1292,1764872,REQ00800,2021-02-10,2021,38994,38994,Approved,2299812,NRLM,Low,Online,6.06,50
Nalbari,D020,2081,2116377,REQ00801,2018-10-07,2018,7494,7494,Approved,1110155,PMAY,Middle,CSC,7.88,46
Cachar,D007,2408,1625400,REQ00802,2018-01-18,2018,48536,7012,Rejected,2191101,PMGSY,BPL,CSC,4.97,24
Morigaon,D019,1616,1535200,REQ00803,2019-03-16,2019,12852,12852,Approved,1098730,NSAP,Low,Offline,6.19,33
Jorhat,D008,3438,2114370,REQ00804,2021-07-11,2021,9101,9101,Approved,770057,PMAY,Low,CSC,5.08,32
Dhemaji,D012,2461,2633270,REQ00805,2018-06-16,2018,6390,6390,Approved,1813888,NSAP,Low,Online,5.13,19
Karbi Anglong,D015,2655,3193965,REQ00806,2022-12-24,2022,15802,15802,Approved,1995001,NSAP,Middle,Offline,5.38,13
Nagaon,D003,3996,5838156,REQ00807,2022-02-14,2022,12750,12750,Approved,641122,NSAP,BPL,CSC,6.44,26
Karbi Anglong,D015,4381,5143294,REQ00808,2018-12-15,2018,8813,8813,Approved,626653,NSAP,BPL,Offline,5.04,48
Barpeta,D006,630,549360,REQ00809,2020-03-26,2020,23192,23192,Approved,714901,PMGSY,BPL,Offline,8.51,15
Hailakandi,D014,4188,3287580,REQ00810,2021-01-23,2021,43194,11668,Rejected,1896359,NSAP,Low,CSC,4.21,32
Kokrajhar,D017,2384,1549600,REQ00811,2023-02-06,2023,8080,8080,Approved,2285717,NRLM,BPL,Offline,5.63,15
Tinsukia,D005,343,206143,REQ00812,2018-08-05,2018,5471,5471,Approved,1804879,PMAY,Low,Online,5.12,39
Bongaigaon,D011,1351,1094310,REQ00813,2019-01-30,2019,6014,6014,Approved,2154637,PMGSY,Middle,Offline,8.89,13
Darrang,D010,4178,4186356,REQ00814,2023-08-30,2023,18148,18148,Approved,2492690,NRLM,Middle,CSC,6.39,2
Dibrugarh,D002,3625,5078625,REQ00815,2019-05-03,2019,26141,26141,Approved,2056215,NRLM,Low,Offline,8.06,30
Dibrugarh,D002,369,251289,REQ00816,2021-05-26,2021,47272,16104,Rejected,1510550,NSAP,BPL,Online,3.03,46
Goalpara,D013,4093,5247226,REQ00817,2019-03-25,2019,38280,38280,Approved,2462375,NSAP,Middle,CSC,6.53,37
Karimganj,D016,3998,4297850,REQ00818,2019-10-03,2019,34206,34206,Approved,2274884,NSAP,BPL,Offline,7.78,38
Goalpara,D013,2989,3837876,REQ00819,2021-03-11,2021,22003,22003,Approved,389240,PMAY,BPL,CSC,6.16,9
Dhemaji,D012,2957,3926896,REQ00820,2018-04-21,2018,41970,41970,Approved,1995783,NSAP,Low,Online,8.13,23
Dhemaji,D012,3474,2984166,REQ00821,2018-08-20,2018,44335,8113,Rejected,1509040,MGNREGA,BPL,CSC,4.97,38
Nagaon,D003,636,883404,REQ00822,2021-06-02,2021,8501,8501,Approved,2458283,MGNREGA,Low,Online,8.82,21
Dibrugarh,D002,3875,4545375,REQ00823,2022-09-27,2022,38227,38227,Approved,285573,NSAP,Middle,Offline,10.0,45
Karimganj,D016,4916,2566152,REQ00824,2021-07-20,2021,25755,25755,Approved,609891,NSAP,Middle,Offline,5.27,52
Karimganj,D016,919,1109233,REQ00825,2020-04-23,2020,23017,23017,Approved,1624131,PMGSY,Low,CSC,5.11,11
Nalbari,D020,2553,2226216,REQ00826,2022-11-21,2022,14222,14222,Approved,1097917,PMAY,Low,CSC,8.91,19
Golaghat,D009,489,393156,REQ00827,2022-07-05,2022,15803,15803,Approved,597341,PMAY,Middle,CSC,9.16,38
Bongaigaon,D011,2339,1328552,REQ00828,2023-12-16,2023,32147,3436,Rejected,1466038,NRLM,Low,Online,4.95,33
Darrang,D010,3646,4298634,REQ00829,2021-07-07,2021,14112,14112,Approved,2361615,NSAP,Low,Offline,5.16,30
Lakhimpur,D018,1579,2213758,REQ00830,2018-03-18,2018,42146,42146,Approved,2293811,PMGSY,Middle,Online,5.44,14
Karbi Anglong,D015,2294,3346946,REQ00831,2023-12-23,2023,41266,18550,Rejected,1041578,PMAY,Low,CSC,3.31,24
Karbi Anglong,D015,1310,977260,REQ00832,2019-09-09,2019,49918,9839,Rejected,1536528,NSAP,Middle,Offline,4.16,56
Nagaon,D003,1767,2413722,REQ00833,2022-08-17,2022,18493,2631,Rejected,1190400,NRLM,Low,CSC,3.99,26
Jorhat,D008,1030,672590,REQ00834,2020-02-26,2020,2815,635,Rejected,2029274,NSAP,BPL,Offline,4.46,28
Dibrugarh,D002,1754,1162902,REQ00835,2021-01-22,2021,9941,9941,Approved,938135,NRLM,BPL,Offline,5.93,42
Dibrugarh,D002,4080,5308080,REQ00836,2018-03-23,2018,4625,4625,Approved,1449815,NRLM,BPL,CSC,6.47,56
Nagaon,D003,3434,4869412,REQ00837,2022-01-28,2022,45018,45018,Approved,789552,PMAY,Middle,Offline,9.1,16
Sonitpur,D004,4777,5980804,REQ00838,2023-08-12,2023,8906,4302,Rejected,578530,NRLM,Middle,Offline,4.0,16
Nalbari,D020,1101,1421391,REQ00839,2021-07-07,2021,22580,22580,Approved,1189596,NSAP,Middle,CSC,7.97,60
Hailakandi,D014,1885,1219595,REQ00840,2019-03-14,2019,12478,12478,Approved,1912851,NRLM,BPL,Offline,5.57,17
Morigaon,D019,558,559116,REQ00841,2023-12-26,2023,25556,25556,Approved,2489020,PMAY,Middle,Offline,5.9,28
Karimganj,D016,2118,3147348,REQ00842,2021-02-11,2021,10496,10496,Approved,1742410,NSAP,Low,CSC,7.35,53
Darrang,D010,272,315520,REQ00843,2018-05-23,2018,49460,1791,Rejected,1813507,MGNREGA,Middle,Offline,3.75,20
Dhemaji,D012,1099,1150653,REQ00844,2020-08-26,2020,29993,29993,Approved,1271785,PMAY,Low,Offline,6.76,20
Nagaon,D003,2028,1630512,REQ00845,2020-05-11,2020,11500,11500,Approved,1904098,NRLM,Low,CSC,6.33,51
Dibrugarh,D002,2344,3251128,REQ00846,2018-11-25,2018,33223,33223,Approved,1971531,NSAP,Low,Offline,6.98,57
Sonitpur,D004,1413,1716795,REQ00847,2020-12-04,2020,34183,34183,Approved,2497336,NRLM,BPL,Offline,6.58,48
Bongaigaon,D011,3813,4617543,REQ00848,2018-04-23,2018,4414,4414,Approved,2059775,MGNREGA,Middle,CSC,10.0,51
Tinsukia,D005,125,113750,REQ00849,2020-03-30,2020,42176,10280,Rejected,664847,PMGSY,Low,Online,4.72,11
